algorithm,unique_user_id,k,precision,recall,ndcg,hit_rate
Content,a8cb771f0d1d230407948d4ce2af5c3e,5,0.0,0.0,0.0,0.0
Content,a8cb771f0d1d230407948d4ce2af5c3e,10,0.0,0.0,0.0,0.0
Content,a8cb771f0d1d230407948d4ce2af5c3e,20,0.0,0.0,0.0,0.0
Content,a8d344109edd5d56bed40ebbc3119129,5,0.0,0.0,0.0,0.0
Content,a8d344109edd5d56bed40ebbc3119129,10,0.0,0.0,0.0,0.0
Content,a8d344109edd5d56bed40ebbc3119129,20,0.0,0.0,0.0,0.0
Content,a8df4001abe77cf8473902c2b7efe418,5,0.0,0.0,0.0,0.0
Content,a8df4001abe77cf8473902c2b7efe418,10,0.0,0.0,0.0,0.0
Content,a8df4001abe77cf8473902c2b7efe418,20,0.0,0.0,0.0,0.0
Content,a900ff99a192cbaf6ae8e867a95117a3,5,0.0,0.0,0.0,0.0
Content,a900ff99a192cbaf6ae8e867a95117a3,10,0.0,0.0,0.0,0.0
Content,a900ff99a192cbaf6ae8e867a95117a3,20,0.0,0.0,0.0,0.0
Content,a914b2be4782207abc6758095ec9e8aa,5,0.0,0.0,0.0,0.0
Content,a914b2be4782207abc6758095ec9e8aa,10,0.0,0.0,0.0,0.0
Content,a914b2be4782207abc6758095ec9e8aa,20,0.0,0.0,0.0,0.0
Content,a944a93bfa1d65b1523c45f9ccb01ec0,5,0.0,0.0,0.0,0.0
Content,a944a93bfa1d65b1523c45f9ccb01ec0,10,0.0,0.0,0.0,0.0
Content,a944a93bfa1d65b1523c45f9ccb01ec0,20,0.0,0.0,0.0,0.0
Content,a9530b74fe56ca4be9e5f2c7e7c4175a,5,0.0,0.0,0.0,0.0
Content,a9530b74fe56ca4be9e5f2c7e7c4175a,10,0.0,0.0,0.0,0.0
Content,a9530b74fe56ca4be9e5f2c7e7c4175a,20,0.0,0.0,0.0,0.0
Content,a95a7250342fa968f37ddc74a5199ae6,5,0.0,0.0,0.0,0.0
Content,a95a7250342fa968f37ddc74a5199ae6,10,0.0,0.0,0.0,0.0
Content,a95a7250342fa968f37ddc74a5199ae6,20,0.0,0.0,0.0,0.0
Content,a97d43b24d76819903192611aca17914,5,0.0,0.0,0.0,0.0
Content,a97d43b24d76819903192611aca17914,10,0.0,0.0,0.0,0.0
Content,a97d43b24d76819903192611aca17914,20,0.0,0.0,0.0,0.0
Content,a982bd0fec12d781fecd9f1e17cb81bf,5,0.0,0.0,0.0,0.0
Content,a982bd0fec12d781fecd9f1e17cb81bf,10,0.0,0.0,0.0,0.0
Content,a982bd0fec12d781fecd9f1e17cb81bf,20,0.0,0.0,0.0,0.0
Content,a999e4bbad221a030b57ef4a2bfa1c39,5,0.0,0.0,0.0,0.0
Content,a999e4bbad221a030b57ef4a2bfa1c39,10,0.0,0.0,0.0,0.0
Content,a999e4bbad221a030b57ef4a2bfa1c39,20,0.0,0.0,0.0,0.0
Content,a9ad87d8be80f58819a2f5872e17d6be,5,0.0,0.0,0.0,0.0
Content,a9ad87d8be80f58819a2f5872e17d6be,10,0.0,0.0,0.0,0.0
Content,a9ad87d8be80f58819a2f5872e17d6be,20,0.0,0.0,0.0,0.0
Content,a9e070f61d35aa13e420c8597b5ccb3d,5,0.0,0.0,0.0,0.0
Content,a9e070f61d35aa13e420c8597b5ccb3d,10,0.0,0.0,0.0,0.0
Content,a9e070f61d35aa13e420c8597b5ccb3d,20,0.0,0.0,0.0,0.0
Content,a9e4348b76f85861ada324e72dc92aca,5,0.0,0.0,0.0,0.0
Content,a9e4348b76f85861ada324e72dc92aca,10,0.0,0.0,0.0,0.0
Content,a9e4348b76f85861ada324e72dc92aca,20,0.0,0.0,0.0,0.0
Content,aa2630ebac79aa0c7749370b705121bc,5,0.0,0.0,0.0,0.0
Content,aa2630ebac79aa0c7749370b705121bc,10,0.0,0.0,0.0,0.0
Content,aa2630ebac79aa0c7749370b705121bc,20,0.0,0.0,0.0,0.0
Content,aa27c6ce2d6e0349d02ca3359c3cee4e,5,0.0,0.0,0.0,0.0
Content,aa27c6ce2d6e0349d02ca3359c3cee4e,10,0.0,0.0,0.0,0.0
Content,aa27c6ce2d6e0349d02ca3359c3cee4e,20,0.0,0.0,0.0,0.0
Content,aa3bf249b773d47a88cd191c16152086,5,0.0,0.0,0.0,0.0
Content,aa3bf249b773d47a88cd191c16152086,10,0.0,0.0,0.0,0.0
Content,aa3bf249b773d47a88cd191c16152086,20,0.0,0.0,0.0,0.0
Content,aa3d117e569361959283b1e267bb785d,5,0.0,0.0,0.0,0.0
Content,aa3d117e569361959283b1e267bb785d,10,0.0,0.0,0.0,0.0
Content,aa3d117e569361959283b1e267bb785d,20,0.0,0.0,0.0,0.0
Content,aa45ad6fcba95488ece6beda576c7106,5,0.0,0.0,0.0,0.0
Content,aa45ad6fcba95488ece6beda576c7106,10,0.0,0.0,0.0,0.0
Content,aa45ad6fcba95488ece6beda576c7106,20,0.0,0.0,0.0,0.0
Content,aa591348866497ba6bf83de62e4f8813,5,0.0,0.0,0.0,0.0
Content,aa591348866497ba6bf83de62e4f8813,10,0.0,0.0,0.0,0.0
Content,aa591348866497ba6bf83de62e4f8813,20,0.0,0.0,0.0,0.0
Content,aa819ffd42a7a52ddfaee53f024fafdd,5,0.0,0.0,0.0,0.0
Content,aa819ffd42a7a52ddfaee53f024fafdd,10,0.0,0.0,0.0,0.0
Content,aa819ffd42a7a52ddfaee53f024fafdd,20,0.0,0.0,0.0,0.0
Content,aa89a987e1e092c318fbdc4b0e3dcc44,5,0.0,0.0,0.0,0.0
Content,aa89a987e1e092c318fbdc4b0e3dcc44,10,0.0,0.0,0.0,0.0
Content,aa89a987e1e092c318fbdc4b0e3dcc44,20,0.0,0.0,0.0,0.0
Content,aaad6d68de5490cba508e4203ddc87de,5,0.2,1.0,1.0,1.0
Content,aaad6d68de5490cba508e4203ddc87de,10,0.1,1.0,1.0,1.0
Content,aaad6d68de5490cba508e4203ddc87de,20,0.05,1.0,1.0,1.0
Content,aab0cf2b7b1d9c3fd242397d73ed044b,5,0.0,0.0,0.0,0.0
Content,aab0cf2b7b1d9c3fd242397d73ed044b,10,0.0,0.0,0.0,0.0
Content,aab0cf2b7b1d9c3fd242397d73ed044b,20,0.0,0.0,0.0,0.0
Content,aaf97f99c731d8d84810ff16e6ded10d,5,0.0,0.0,0.0,0.0
Content,aaf97f99c731d8d84810ff16e6ded10d,10,0.0,0.0,0.0,0.0
Content,aaf97f99c731d8d84810ff16e6ded10d,20,0.0,0.0,0.0,0.0
Content,ab0f956f72812ae4636be4e15b58031e,5,0.0,0.0,0.0,0.0
Content,ab0f956f72812ae4636be4e15b58031e,10,0.0,0.0,0.0,0.0
Content,ab0f956f72812ae4636be4e15b58031e,20,0.0,0.0,0.0,0.0
Content,ab0faabf48c8c0108c13277d2b701f16,5,0.0,0.0,0.0,0.0
Content,ab0faabf48c8c0108c13277d2b701f16,10,0.0,0.0,0.0,0.0
Content,ab0faabf48c8c0108c13277d2b701f16,20,0.0,0.0,0.0,0.0
Content,ab243cd9e788d689cc822380f59616e1,5,0.0,0.0,0.0,0.0
Content,ab243cd9e788d689cc822380f59616e1,10,0.0,0.0,0.0,0.0
Content,ab243cd9e788d689cc822380f59616e1,20,0.0,0.0,0.0,0.0
Content,ab2833d17fa6bccadb045eaf458e7e5e,5,0.2,1.0,0.38685280723454163,1.0
Content,ab2833d17fa6bccadb045eaf458e7e5e,10,0.1,1.0,0.38685280723454163,1.0
Content,ab2833d17fa6bccadb045eaf458e7e5e,20,0.05,1.0,0.38685280723454163,1.0
Content,ab58f2fb5f71caac6366303095c0cd41,5,0.0,0.0,0.0,0.0
Content,ab58f2fb5f71caac6366303095c0cd41,10,0.0,0.0,0.0,0.0
Content,ab58f2fb5f71caac6366303095c0cd41,20,0.0,0.0,0.0,0.0
Content,ab6ec178286e6a6d70e9bfe90378bd95,5,0.0,0.0,0.0,0.0
Content,ab6ec178286e6a6d70e9bfe90378bd95,10,0.0,0.0,0.0,0.0
Content,ab6ec178286e6a6d70e9bfe90378bd95,20,0.0,0.0,0.0,0.0
Content,ab744045d2445f5bae53b57a4b99bfbf,5,0.0,0.0,0.0,0.0
Content,ab744045d2445f5bae53b57a4b99bfbf,10,0.0,0.0,0.0,0.0
Content,ab744045d2445f5bae53b57a4b99bfbf,20,0.0,0.0,0.0,0.0
Content,abc9e5b32caf6ec0c8fa356117b66d66,5,0.0,0.0,0.0,0.0
Content,abc9e5b32caf6ec0c8fa356117b66d66,10,0.0,0.0,0.0,0.0
Content,abc9e5b32caf6ec0c8fa356117b66d66,20,0.0,0.0,0.0,0.0
Content,abcee124c52c041bafc381cbc0036d24,5,0.0,0.0,0.0,0.0
Content,abcee124c52c041bafc381cbc0036d24,10,0.0,0.0,0.0,0.0
Content,abcee124c52c041bafc381cbc0036d24,20,0.0,0.0,0.0,0.0
Content,abfe742e782fb10f5c824fcb849e5cd1,5,0.0,0.0,0.0,0.0
Content,abfe742e782fb10f5c824fcb849e5cd1,10,0.0,0.0,0.0,0.0
Content,abfe742e782fb10f5c824fcb849e5cd1,20,0.0,0.0,0.0,0.0
Content,ac2606825161d003acfbe4f43af273b1,5,0.0,0.0,0.0,0.0
Content,ac2606825161d003acfbe4f43af273b1,10,0.0,0.0,0.0,0.0
Content,ac2606825161d003acfbe4f43af273b1,20,0.0,0.0,0.0,0.0
Content,ac2ece36efbb38ff8d1c377ed9f333c6,5,0.0,0.0,0.0,0.0
Content,ac2ece36efbb38ff8d1c377ed9f333c6,10,0.0,0.0,0.0,0.0
Content,ac2ece36efbb38ff8d1c377ed9f333c6,20,0.0,0.0,0.0,0.0
Content,ac64c33e439eba6713e1743e070ef50e,5,0.0,0.0,0.0,0.0
Content,ac64c33e439eba6713e1743e070ef50e,10,0.0,0.0,0.0,0.0
Content,ac64c33e439eba6713e1743e070ef50e,20,0.0,0.0,0.0,0.0
Content,ac95cdab584cac0e86ce97a5399ecf79,5,0.0,0.0,0.0,0.0
Content,ac95cdab584cac0e86ce97a5399ecf79,10,0.0,0.0,0.0,0.0
Content,ac95cdab584cac0e86ce97a5399ecf79,20,0.0,0.0,0.0,0.0
Content,ac986f7ba1b566e5116f30662a1c1d41,5,0.0,0.0,0.0,0.0
Content,ac986f7ba1b566e5116f30662a1c1d41,10,0.0,0.0,0.0,0.0
Content,ac986f7ba1b566e5116f30662a1c1d41,20,0.0,0.0,0.0,0.0
Content,ac987d464574ee0f743f9b630f937a27,5,0.0,0.0,0.0,0.0
Content,ac987d464574ee0f743f9b630f937a27,10,0.0,0.0,0.0,0.0
Content,ac987d464574ee0f743f9b630f937a27,20,0.0,0.0,0.0,0.0
Content,acaf5177d6de60fda7ce77c48abb5230,5,0.0,0.0,0.0,0.0
Content,acaf5177d6de60fda7ce77c48abb5230,10,0.0,0.0,0.0,0.0
Content,acaf5177d6de60fda7ce77c48abb5230,20,0.0,0.0,0.0,0.0
Content,acc374bd9024806a83121b1d2565db2f,5,0.0,0.0,0.0,0.0
Content,acc374bd9024806a83121b1d2565db2f,10,0.0,0.0,0.0,0.0
Content,acc374bd9024806a83121b1d2565db2f,20,0.0,0.0,0.0,0.0
Content,acc4424c209233de519e034152f30304,5,0.0,0.0,0.0,0.0
Content,acc4424c209233de519e034152f30304,10,0.0,0.0,0.0,0.0
Content,acc4424c209233de519e034152f30304,20,0.0,0.0,0.0,0.0
Content,accd68fd87adda3d6360d77daafd964d,5,0.0,0.0,0.0,0.0
Content,accd68fd87adda3d6360d77daafd964d,10,0.0,0.0,0.0,0.0
Content,accd68fd87adda3d6360d77daafd964d,20,0.0,0.0,0.0,0.0
Content,acd7af4da419afee85373166387d5799,5,0.0,0.0,0.0,0.0
Content,acd7af4da419afee85373166387d5799,10,0.0,0.0,0.0,0.0
Content,acd7af4da419afee85373166387d5799,20,0.0,0.0,0.0,0.0
Content,acea13a79aeaf715ba68122e9deb330a,5,0.0,0.0,0.0,0.0
Content,acea13a79aeaf715ba68122e9deb330a,10,0.0,0.0,0.0,0.0
Content,acea13a79aeaf715ba68122e9deb330a,20,0.0,0.0,0.0,0.0
Content,acea6bd29b8c1e3c6a8b266a8fb4475e,5,0.0,0.0,0.0,0.0
Content,acea6bd29b8c1e3c6a8b266a8fb4475e,10,0.0,0.0,0.0,0.0
Content,acea6bd29b8c1e3c6a8b266a8fb4475e,20,0.0,0.0,0.0,0.0
Content,acf7725997583e25aa37d8dd1977ea12,5,0.0,0.0,0.0,0.0
Content,acf7725997583e25aa37d8dd1977ea12,10,0.0,0.0,0.0,0.0
Content,acf7725997583e25aa37d8dd1977ea12,20,0.0,0.0,0.0,0.0
Content,acf91aaa6f337456d3c506a5a494552c,5,0.0,0.0,0.0,0.0
Content,acf91aaa6f337456d3c506a5a494552c,10,0.0,0.0,0.0,0.0
Content,acf91aaa6f337456d3c506a5a494552c,20,0.0,0.0,0.0,0.0
Content,ad0ab3a7b55bde26410aff17192f6699,5,0.0,0.0,0.0,0.0
Content,ad0ab3a7b55bde26410aff17192f6699,10,0.0,0.0,0.0,0.0
Content,ad0ab3a7b55bde26410aff17192f6699,20,0.0,0.0,0.0,0.0
Content,ad155bc0931cb6bab63d4ff2515c3159,5,0.0,0.0,0.0,0.0
Content,ad155bc0931cb6bab63d4ff2515c3159,10,0.0,0.0,0.0,0.0
Content,ad155bc0931cb6bab63d4ff2515c3159,20,0.0,0.0,0.0,0.0
Content,ad42aaf1833e2a64136a9d9f823d77ab,5,0.0,0.0,0.0,0.0
Content,ad42aaf1833e2a64136a9d9f823d77ab,10,0.0,0.0,0.0,0.0
Content,ad42aaf1833e2a64136a9d9f823d77ab,20,0.0,0.0,0.0,0.0
Content,ad6347b3d1ee0be630742d96abcbd9bb,5,0.0,0.0,0.0,0.0
Content,ad6347b3d1ee0be630742d96abcbd9bb,10,0.0,0.0,0.0,0.0
Content,ad6347b3d1ee0be630742d96abcbd9bb,20,0.0,0.0,0.0,0.0
Content,ad6f43630e7b620fe39325940b8e9cf1,5,0.0,0.0,0.0,0.0
Content,ad6f43630e7b620fe39325940b8e9cf1,10,0.0,0.0,0.0,0.0
Content,ad6f43630e7b620fe39325940b8e9cf1,20,0.0,0.0,0.0,0.0
Content,ad7072317d373de9bdc9b4ed5b6c5a85,5,0.0,0.0,0.0,0.0
Content,ad7072317d373de9bdc9b4ed5b6c5a85,10,0.0,0.0,0.0,0.0
Content,ad7072317d373de9bdc9b4ed5b6c5a85,20,0.0,0.0,0.0,0.0
Content,ad7fda75731aed4991eb80d939db8115,5,0.0,0.0,0.0,0.0
Content,ad7fda75731aed4991eb80d939db8115,10,0.0,0.0,0.0,0.0
Content,ad7fda75731aed4991eb80d939db8115,20,0.0,0.0,0.0,0.0
Content,ad97668eed5826a5d800b15351bea269,5,0.0,0.0,0.0,0.0
Content,ad97668eed5826a5d800b15351bea269,10,0.0,0.0,0.0,0.0
Content,ad97668eed5826a5d800b15351bea269,20,0.0,0.0,0.0,0.0
Content,ada6236b6bba2b0c3588aea846e43afb,5,0.0,0.0,0.0,0.0
Content,ada6236b6bba2b0c3588aea846e43afb,10,0.0,0.0,0.0,0.0
Content,ada6236b6bba2b0c3588aea846e43afb,20,0.0,0.0,0.0,0.0
Content,addc1082e059523e5ef2e7486d1d8905,5,0.0,0.0,0.0,0.0
Content,addc1082e059523e5ef2e7486d1d8905,10,0.0,0.0,0.0,0.0
Content,addc1082e059523e5ef2e7486d1d8905,20,0.0,0.0,0.0,0.0
Content,ade4eefdf0232fa26f1988cb56edc58c,5,0.0,0.0,0.0,0.0
Content,ade4eefdf0232fa26f1988cb56edc58c,10,0.0,0.0,0.0,0.0
Content,ade4eefdf0232fa26f1988cb56edc58c,20,0.0,0.0,0.0,0.0
Content,ae11ab40faeb1f8b85f6308e052bd710,5,0.0,0.0,0.0,0.0
Content,ae11ab40faeb1f8b85f6308e052bd710,10,0.0,0.0,0.0,0.0
Content,ae11ab40faeb1f8b85f6308e052bd710,20,0.0,0.0,0.0,0.0
Content,ae207cf8119fd10e3b9ac24570089fad,5,0.0,0.0,0.0,0.0
Content,ae207cf8119fd10e3b9ac24570089fad,10,0.0,0.0,0.0,0.0
Content,ae207cf8119fd10e3b9ac24570089fad,20,0.0,0.0,0.0,0.0
Content,ae20947231d4d44dde1680a7ab14d90a,5,0.0,0.0,0.0,0.0
Content,ae20947231d4d44dde1680a7ab14d90a,10,0.0,0.0,0.0,0.0
Content,ae20947231d4d44dde1680a7ab14d90a,20,0.0,0.0,0.0,0.0
Content,ae3e48f07b8242fa45f29dca1ce36a08,5,0.0,0.0,0.0,0.0
Content,ae3e48f07b8242fa45f29dca1ce36a08,10,0.0,0.0,0.0,0.0
Content,ae3e48f07b8242fa45f29dca1ce36a08,20,0.0,0.0,0.0,0.0
Content,ae4395be33e633d0c87010d59847e5ed,5,0.0,0.0,0.0,0.0
Content,ae4395be33e633d0c87010d59847e5ed,10,0.0,0.0,0.0,0.0
Content,ae4395be33e633d0c87010d59847e5ed,20,0.0,0.0,0.0,0.0
Content,ae44510fbe1ff7826298182f9f21aee9,5,0.0,0.0,0.0,0.0
Content,ae44510fbe1ff7826298182f9f21aee9,10,0.0,0.0,0.0,0.0
Content,ae44510fbe1ff7826298182f9f21aee9,20,0.0,0.0,0.0,0.0
Content,ae4b37b37bb22e37fe34ada808837207,5,0.0,0.0,0.0,0.0
Content,ae4b37b37bb22e37fe34ada808837207,10,0.0,0.0,0.0,0.0
Content,ae4b37b37bb22e37fe34ada808837207,20,0.0,0.0,0.0,0.0
Content,ae52fa61f27bd494a25bc4c101fa29d0,5,0.0,0.0,0.0,0.0
Content,ae52fa61f27bd494a25bc4c101fa29d0,10,0.0,0.0,0.0,0.0
Content,ae52fa61f27bd494a25bc4c101fa29d0,20,0.0,0.0,0.0,0.0
Content,ae53a87a257f8e54795af6ff434e443b,5,0.0,0.0,0.0,0.0
Content,ae53a87a257f8e54795af6ff434e443b,10,0.0,0.0,0.0,0.0
Content,ae53a87a257f8e54795af6ff434e443b,20,0.0,0.0,0.0,0.0
Content,ae72fc322c436d955bae749b31ef4b97,5,0.0,0.0,0.0,0.0
Content,ae72fc322c436d955bae749b31ef4b97,10,0.0,0.0,0.0,0.0
Content,ae72fc322c436d955bae749b31ef4b97,20,0.0,0.0,0.0,0.0
Content,ae74c314b9c383e5d7bcd99d54ffbc71,5,0.0,0.0,0.0,0.0
Content,ae74c314b9c383e5d7bcd99d54ffbc71,10,0.0,0.0,0.0,0.0
Content,ae74c314b9c383e5d7bcd99d54ffbc71,20,0.0,0.0,0.0,0.0
Content,ae7b79796d47ab59f417a154efcdbb77,5,0.0,0.0,0.0,0.0
Content,ae7b79796d47ab59f417a154efcdbb77,10,0.0,0.0,0.0,0.0
Content,ae7b79796d47ab59f417a154efcdbb77,20,0.0,0.0,0.0,0.0
Content,ae8482b27b2119e2c3278f5ddf9c1024,5,0.0,0.0,0.0,0.0
Content,ae8482b27b2119e2c3278f5ddf9c1024,10,0.0,0.0,0.0,0.0
Content,ae8482b27b2119e2c3278f5ddf9c1024,20,0.0,0.0,0.0,0.0
Content,ae899cddd0d9a9ae7f10099595241089,5,0.0,0.0,0.0,0.0
Content,ae899cddd0d9a9ae7f10099595241089,10,0.0,0.0,0.0,0.0
Content,ae899cddd0d9a9ae7f10099595241089,20,0.0,0.0,0.0,0.0
Content,aeb03c7a39f64d39155d2195c291efc5,5,0.0,0.0,0.0,0.0
Content,aeb03c7a39f64d39155d2195c291efc5,10,0.0,0.0,0.0,0.0
Content,aeb03c7a39f64d39155d2195c291efc5,20,0.0,0.0,0.0,0.0
Content,aebc1c715aad58419ecb2d919f449127,5,0.0,0.0,0.0,0.0
Content,aebc1c715aad58419ecb2d919f449127,10,0.0,0.0,0.0,0.0
Content,aebc1c715aad58419ecb2d919f449127,20,0.0,0.0,0.0,0.0
Content,aebdb8f05f5ebf99f858c1a75fb7035a,5,0.0,0.0,0.0,0.0
Content,aebdb8f05f5ebf99f858c1a75fb7035a,10,0.0,0.0,0.0,0.0
Content,aebdb8f05f5ebf99f858c1a75fb7035a,20,0.0,0.0,0.0,0.0
Content,aecd46028eea6a741edca67e93b326bb,5,0.0,0.0,0.0,0.0
Content,aecd46028eea6a741edca67e93b326bb,10,0.0,0.0,0.0,0.0
Content,aecd46028eea6a741edca67e93b326bb,20,0.0,0.0,0.0,0.0
Content,aecfcfbdbed5deaea72b8f500f5bd071,5,0.0,0.0,0.0,0.0
Content,aecfcfbdbed5deaea72b8f500f5bd071,10,0.1,1.0,0.31546487678572877,1.0
Content,aecfcfbdbed5deaea72b8f500f5bd071,20,0.05,1.0,0.31546487678572877,1.0
Content,aef5b3dd086be507c3dd70e07aa6bb94,5,0.0,0.0,0.0,0.0
Content,aef5b3dd086be507c3dd70e07aa6bb94,10,0.0,0.0,0.0,0.0
Content,aef5b3dd086be507c3dd70e07aa6bb94,20,0.0,0.0,0.0,0.0
Content,af0450a3075f107a38cd7daadc98f990,5,0.0,0.0,0.0,0.0
Content,af0450a3075f107a38cd7daadc98f990,10,0.0,0.0,0.0,0.0
Content,af0450a3075f107a38cd7daadc98f990,20,0.0,0.0,0.0,0.0
Content,af0f26435fade1ca984d9affda307199,5,0.0,0.0,0.0,0.0
Content,af0f26435fade1ca984d9affda307199,10,0.0,0.0,0.0,0.0
Content,af0f26435fade1ca984d9affda307199,20,0.0,0.0,0.0,0.0
Content,af4fa1cf57ef7ad8c28fdb80f86258d0,5,0.0,0.0,0.0,0.0
Content,af4fa1cf57ef7ad8c28fdb80f86258d0,10,0.0,0.0,0.0,0.0
Content,af4fa1cf57ef7ad8c28fdb80f86258d0,20,0.0,0.0,0.0,0.0
Content,af842a6ed9f77511c9bf46922a29ecb5,5,0.0,0.0,0.0,0.0
Content,af842a6ed9f77511c9bf46922a29ecb5,10,0.0,0.0,0.0,0.0
Content,af842a6ed9f77511c9bf46922a29ecb5,20,0.0,0.0,0.0,0.0
Content,afc79cb8de7d350f1909eb6dcd0cb8dc,5,0.0,0.0,0.0,0.0
Content,afc79cb8de7d350f1909eb6dcd0cb8dc,10,0.0,0.0,0.0,0.0
Content,afc79cb8de7d350f1909eb6dcd0cb8dc,20,0.0,0.0,0.0,0.0
Content,afd7854781ccdc3222b69421f9c7c6ee,5,0.0,0.0,0.0,0.0
Content,afd7854781ccdc3222b69421f9c7c6ee,10,0.0,0.0,0.0,0.0
Content,afd7854781ccdc3222b69421f9c7c6ee,20,0.0,0.0,0.0,0.0
Content,afed5a21e94b4e3e5fbe6c7e4bc92f4c,5,0.0,0.0,0.0,0.0
Content,afed5a21e94b4e3e5fbe6c7e4bc92f4c,10,0.0,0.0,0.0,0.0
Content,afed5a21e94b4e3e5fbe6c7e4bc92f4c,20,0.0,0.0,0.0,0.0
Content,aff7f8b5669fbc5d6f6097ce45e63b19,5,0.0,0.0,0.0,0.0
Content,aff7f8b5669fbc5d6f6097ce45e63b19,10,0.0,0.0,0.0,0.0
Content,aff7f8b5669fbc5d6f6097ce45e63b19,20,0.0,0.0,0.0,0.0
Content,b021c4914aaf3c673e92473fb1e61010,5,0.0,0.0,0.0,0.0
Content,b021c4914aaf3c673e92473fb1e61010,10,0.0,0.0,0.0,0.0
Content,b021c4914aaf3c673e92473fb1e61010,20,0.0,0.0,0.0,0.0
Content,b03155da610163a1626f1b99d4787774,5,0.0,0.0,0.0,0.0
Content,b03155da610163a1626f1b99d4787774,10,0.0,0.0,0.0,0.0
Content,b03155da610163a1626f1b99d4787774,20,0.0,0.0,0.0,0.0
Content,b045295488236fa73d8d9c37dc4b03e7,5,0.0,0.0,0.0,0.0
Content,b045295488236fa73d8d9c37dc4b03e7,10,0.0,0.0,0.0,0.0
Content,b045295488236fa73d8d9c37dc4b03e7,20,0.0,0.0,0.0,0.0
Content,b0468c2f2573d7b6bc5bc33479785e2a,5,0.0,0.0,0.0,0.0
Content,b0468c2f2573d7b6bc5bc33479785e2a,10,0.0,0.0,0.0,0.0
Content,b0468c2f2573d7b6bc5bc33479785e2a,20,0.0,0.0,0.0,0.0
Content,b04b3653ac441004b247e96ac0829d0c,5,0.0,0.0,0.0,0.0
Content,b04b3653ac441004b247e96ac0829d0c,10,0.0,0.0,0.0,0.0
Content,b04b3653ac441004b247e96ac0829d0c,20,0.0,0.0,0.0,0.0
Content,b05dc8ebf6b00bda6748a2ed4a5fbcac,5,0.0,0.0,0.0,0.0
Content,b05dc8ebf6b00bda6748a2ed4a5fbcac,10,0.0,0.0,0.0,0.0
Content,b05dc8ebf6b00bda6748a2ed4a5fbcac,20,0.0,0.0,0.0,0.0
Content,b079e8a1977edd900b4522be9dec0245,5,0.0,0.0,0.0,0.0
Content,b079e8a1977edd900b4522be9dec0245,10,0.0,0.0,0.0,0.0
Content,b079e8a1977edd900b4522be9dec0245,20,0.0,0.0,0.0,0.0
Content,b088bc1ec6539752bf408ac1d9c694da,5,0.0,0.0,0.0,0.0
Content,b088bc1ec6539752bf408ac1d9c694da,10,0.0,0.0,0.0,0.0
Content,b088bc1ec6539752bf408ac1d9c694da,20,0.0,0.0,0.0,0.0
Content,b08b68bac767c3269e827f822d308182,5,0.0,0.0,0.0,0.0
Content,b08b68bac767c3269e827f822d308182,10,0.0,0.0,0.0,0.0
Content,b08b68bac767c3269e827f822d308182,20,0.0,0.0,0.0,0.0
Content,b08fab27d47a1eb6deda07bfd965ad43,5,0.0,0.0,0.0,0.0
Content,b08fab27d47a1eb6deda07bfd965ad43,10,0.0,0.0,0.0,0.0
Content,b08fab27d47a1eb6deda07bfd965ad43,20,0.0,0.0,0.0,0.0
Content,b09f1bff1aff13c997af071602bc048b,5,0.2,1.0,1.0,1.0
Content,b09f1bff1aff13c997af071602bc048b,10,0.1,1.0,1.0,1.0
Content,b09f1bff1aff13c997af071602bc048b,20,0.05,1.0,1.0,1.0
Content,b0ac5b393b78a6e8185fd3acb154748d,5,0.0,0.0,0.0,0.0
Content,b0ac5b393b78a6e8185fd3acb154748d,10,0.0,0.0,0.0,0.0
Content,b0ac5b393b78a6e8185fd3acb154748d,20,0.0,0.0,0.0,0.0
Content,b0b057559c54c99e41a21c40c08f7780,5,0.0,0.0,0.0,0.0
Content,b0b057559c54c99e41a21c40c08f7780,10,0.0,0.0,0.0,0.0
Content,b0b057559c54c99e41a21c40c08f7780,20,0.0,0.0,0.0,0.0
Content,b0bc6de4a99007470bbdbbf5cc502ea9,5,0.0,0.0,0.0,0.0
Content,b0bc6de4a99007470bbdbbf5cc502ea9,10,0.0,0.0,0.0,0.0
Content,b0bc6de4a99007470bbdbbf5cc502ea9,20,0.0,0.0,0.0,0.0
Content,b0c5e02d315f15318e37d7aab7ebb289,5,0.0,0.0,0.0,0.0
Content,b0c5e02d315f15318e37d7aab7ebb289,10,0.0,0.0,0.0,0.0
Content,b0c5e02d315f15318e37d7aab7ebb289,20,0.0,0.0,0.0,0.0
Content,b0f47d39f0e55621071ec1e93ca6b74d,5,0.0,0.0,0.0,0.0
Content,b0f47d39f0e55621071ec1e93ca6b74d,10,0.0,0.0,0.0,0.0
Content,b0f47d39f0e55621071ec1e93ca6b74d,20,0.05,1.0,0.23981246656813146,1.0
Content,b10ad793f6d2cc31b08a3b8366f3d251,5,0.0,0.0,0.0,0.0
Content,b10ad793f6d2cc31b08a3b8366f3d251,10,0.0,0.0,0.0,0.0
Content,b10ad793f6d2cc31b08a3b8366f3d251,20,0.0,0.0,0.0,0.0
Content,b1153ed93605e954b8710b36c8c5f5e8,5,0.0,0.0,0.0,0.0
Content,b1153ed93605e954b8710b36c8c5f5e8,10,0.0,0.0,0.0,0.0
Content,b1153ed93605e954b8710b36c8c5f5e8,20,0.0,0.0,0.0,0.0
Content,b1449986ee6516d3797d782b01c36e80,5,0.0,0.0,0.0,0.0
